ort;location;lat;lon
Stary Gieraltów;Stary Gierałtów, gmina Stronie Śląskie, powiat kłodzki, województwo dolnośląskie, Polska;50.3094882;16.9264414
Marienbad;Mariánské Lázně, okres Cheb, Karlovarský kraj, Severozápad, Česko;49.9739518;12.703319
Mühlhausen/Thüringen;Mühlhausen/Thüringen, Mühlhausen, Unstrut-Hainich-Kreis, Thüringen, 99974, Deutschland;51.2094255;10.4589044
Głogów;Głogów, gmina Głogów, powiat głogowski, województwo dolnośląskie, 67-200, Polska;51.67019285;16.06140366346836
Lahr/Schwarzwald;Lahr/Schwarzwald, Verwaltungsgemeinschaft Lahr/Schwarzwald, Ortenaukreis, Baden-Württemberg, 77933, Deutschland;48.338896;7.8710825
Żary;Żary, gmina Żary, powiat żarski, województwo lubuskie, Polska;51.62443815;15.148724672498012
Przemyśl;Przemyśl, gmina Przemyśl, powiat przemyski, województwo podkarpackie, Polska;49.78355525;22.78851130307014
Lingen (Ems);Lingen (Ems), Landkreis Emsland, Niedersachsen, Deutschland;52.5224659;7.316584
Kuressaare;Kuressaare linn, Saaremaa vald, Saare maakond, Eesti;58.2527693;22.4849207
Oleśnica;Oleśnica, gmina Olesno, powiat dąbrowski, województwo małopolskie, Polska;50.1691988;20.9359487
Freyburg (Unstrut);Freyburg (Unstrut), Unstruttal, Burgenlandkreis, Sachsen-Anhalt, 06632, Deutschland;51.2126192;11.7696956
Preußisch Stargard;Starogard Gdański, powiat starogardzki, województwo pomorskie, 83-200, Polska;53.9671805;18.532113
Anklam;Anklam, Vorpommern-Greifswald, Mecklenburg-Vorpommern, 17389, Deutschland;53.8560526;13.688091
Mylau;Mylau, Obermylau, Reichenbach, Reichenbach im Vogtland, Vogtlandkreis, Sachsen, 08499, Deutschland;50.61839705;12.270593932803752
Arad;Arad, România;46.1753793;21.3196342
Győr;Győr, Győri járás, Győr-Moson-Sopron megye, Nyugat-Dunántúl, Dunántúl, Magyarország;47.687609;17.6346815
Stuhlweißenburg;Székesfehérvár, Székesfehérvári járás, Fejér megye, Közép-Dunántúl, Dunántúl, Magyarország;47.1910169;18.410811
Ronneburg;Ronneburg, Greiz, Thüringen, Deutschland;50.8630523;12.1809073
Buchsweiler;Bouxwiller, Saverne, Bas-Rhin, Grand Est, France métropolitaine, 67330, France;48.8254997;7.4800291
Braunsberg (Ostpreußen);;;
Gnesen;Gniezno, gmina Gniezno, powiat gnieźnieński, województwo wielkopolskie, Polska;52.52465015;17.598152438162245
Elbing;Elbląg, powiat elbląski, województwo warmińsko-mazurskie, 82-300, Polska;54.1988997;19.44108568736702
Iglau;Jihlava, okres Jihlava, Kraj Vysočina, Jihovýchod, Česko;49.396064;15.5903065
Potschappel;Potschappel, Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, Deutschland;51.0131482;13.662626
Münsterberg;Ziębice, gmina Ziębice, powiat ząbkowicki, województwo dolnośląskie, 57-220, Polska;50.6007752;17.0405633
Sächsisch-Reen;Reghin, Mureș, România;46.7796886;24.7000238
Bad Ems;Bad Ems, Bad Ems-Nassau, Rhein-Lahn-Kreis, Rheinland-Pfalz, 56130, Deutschland;50.3352062;7.7128538
Steinfurt-Burgsteinfurt;Steinfurt-Burgsteinfurt, Nordbahnstraße, Burgsteinfurt, Steinfurt, Kreis Steinfurt, Nordrhein-Westfalen, 48565, Deutschland;52.147275;7.3295686
Roztoky u Prahy;Roztoky u Prahy, Roztoky, okres Praha-západ, Střední Čechy, 25263, Česko;50.1568889;14.389469481444557
Spandau;Spandau, Berlin, Deutschland;52.535788;13.1977924
Zülz;Biała, gmina Biała, powiat prudnicki, województwo opolskie, 48-210, Polska;50.3853609;17.6599107
Namslau;Namysłów, gmina Namysłów, powiat namysłowski, województwo opolskie, Polska;51.0766258;17.7185619
Frankfurt-Rödelheim;Frankfurt-Rödelheim, Baruch-Baschwitz-Platz, Rödelheim, Mitte-West, Frankfurt am Main, Hessen, 60489, Deutschland;50.1244113;8.6073066
Verden (Aller);Verden (Aller), Landkreis Verden, Niedersachsen, 27283, Deutschland;52.94106755;9.235471627440539
Geestemünde;Geestemünde, Stadtbezirk Bremerhaven-Süd, Bremerhaven, Bremen, 27570, Deutschland;53.5334497;8.592065
Wałcz;Wałcz, gmina Wałcz, powiat wałecki, województwo zachodniopomorskie, 78-600, Polska;53.27285375;16.476817657727903
Neuhaldensleben;ehem. Gardelegen-Neuhaldensleben-Weferlinger Eisenbahn / Anschl. Steinwerk Kuckucksberg, Mist-/Bierweg, Bebertal, Hohe Börde, Börde, Sachsen-Anhalt, 39343, Deutschland;52.2555282;11.3437339
Graudenz;Grudziądz, powiat świecki, województwo kujawsko-pomorskie, Polska;53.47251195;18.761893676880046
Hamm (Westf);Hamm (Westf) Hbf, Willy-Brandt-Platz, Hamm, Nordrhein-Westfalen, 59065, Deutschland;51.6785747;7.807713
Beuthen;Bytom, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, Polska;50.3657432;18.87153251609449
Bystrzyca Kłodzka;Bystrzyca Kłodzka, gmina Bystrzyca Kłodzka, powiat kłodzki, województwo dolnośląskie, 57-500, Polska;50.2968684;16.652017
Zerbst/Anhalt;Zerbst/Anhalt, Anhalt-Bitterfeld, Sachsen-Anhalt, Deutschland;51.9640308;12.0857291
Pegau;Pegau, Landkreis Leipzig, Sachsen, 04523, Deutschland;51.1667169;12.255453
Sodingen;Sodingen, Herne, Nordrhein-Westfalen, 44627, Deutschland;51.53503695;7.249128293567907
Fürstenwalde/Spree;Fürstenwalde/Spree, Oder-Spree, Brandenburg, 15517, Deutschland;52.3580209;14.064985
Staßfurt;Staßfurt, Salzlandkreis, Sachsen-Anhalt, Deutschland;51.8514515;11.5929455
Hadamar;Hadamar, Landkreis Limburg-Weilburg, Hessen, 65589, Deutschland;50.4494908;8.048833
Znojmo;Znojmo, okres Znojmo, Jihomoravský kraj, Jihovýchod, Česko;48.8554341;16.0489457
Liebau;Liepāja, Kurzeme, Latvija;56.5048435;21.0070903
Neusalz, Oder;Nowa Sól, powiat nowosolski, województwo lubuskie, Polska;51.8033431;15.706238052443426
Strzelin;Strzelin, gmina Strzelin, powiat strzeliński, województwo dolnośląskie, 57-100, Polska;50.78092;17.0683947
Seehausen (Altmark);Seehausen, Stendal, Sachsen-Anhalt, 39615, Deutschland;52.8888609;11.7519908
Putbus;Putbus, Vorpommern-Rügen, Mecklenburg-Vorpommern, 18581, Deutschland;54.3534787;13.4749375
Mladá Boleslav;Mladá Boleslav, okres Mladá Boleslav, Střední Čechy, Česko;50.4116187;14.9031301
Pasewalk;Pasewalk, Vorpommern-Greifswald, Mecklenburg-Vorpommern, 17309, Deutschland;53.5053677;13.9889049
Brilon;Brilon, Hochsauerlandkreis, Nordrhein-Westfalen, 59929, Deutschland;51.3955721;8.5677743
Schneidemühl;Piła, powiat pilski, województwo wielkopolskie, 64-920, Polska;53.1511324;16.7380343
Goldberg;Goldberg, Goldberg-Mildenitz, Ludwigslust-Parchim, Mecklenburg-Vorpommern, 19399, Deutschland;53.5902655;12.0883101
Komotau;Chomutov, okres Chomutov, Ústecký kraj, Severozápad, Česko;50.4606456;13.4178324
Wollstein;Wöllstein, Landkreis Alzey-Worms, Rheinland-Pfalz, 55597, Deutschland;49.8123086;7.960819
Büren;Buren, Gelderland, Nederland;51.92963705;5.420000238944224
Dillingen a.d. Donau;Dillingen a.d.Donau, Landkreis Dillingen an der Donau, Bayern, 89407, Deutschland;48.5812547;10.4951425
Sankt Joachimsthal;Jáchymov, okres Karlovy Vary, Karlovarský kraj, Severozápad, 36251, Česko;50.3629787;12.9299257
Königshütte;Chorzów, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, Polska;50.288556299999996;18.97044253093511
Pyritz;Pyrzyce, gmina Pyrzyce, powiat pyrzycki, województwo zachodniopomorskie, 74-200, Polska;53.1457;14.89267
Tiegenhof;Nowy Dwór Gdański, gmina Nowy Dwór Gdański, powiat nowodworski, województwo pomorskie, Polska;54.2146299;19.1150846
Insterburg;Черняховск, Черняховский городской округ, Калининградская область, Северо-Западный федеральный округ, Россия;54.635533;21.8099822
Marienburg;Malbork, powiat malborski, województwo pomorskie, 82-200, Polska;54.0287383;19.039396385383558
Bad Freienwalde (Oder);Bad Freienwalde (Oder), Märkisch-Oderland, Brandenburg, 16259, Deutschland;52.787521;14.0300689
Osijek;Osijek, Grad Osijek, Osječko-baranjska županija, Hrvatska;45.5548719;18.6953719
Pleschen;Pleszew, gmina Pleszew, powiat pleszewski, województwo wielkopolskie, 63-300, Polska;51.8960985;17.7865673
Bielitz;Bělice, Neveklov, okres Benešov, Střední Čechy, 257 44, Česko;49.766195;14.4718011
Königgrätz;Hradec Králové, okres Hradec Králové, Královéhradecký kraj, Severovýchod, Česko;50.2092113;15.8327512
Ilfeld;Ilfeld, Harztor, Landkreis Nordhausen, Thüringen, Deutschland;51.60673775;10.809163231699248
Grünberg i. Schlesien;Zielona Góra, województwo lubuskie, 65-067, Polska;51.9383777;15.5050408
Lüben;Lubin, powiat lubiński, województwo dolnośląskie, Polska;51.3974465;16.2051275
Brakel;Brakel, Kreis Höxter, Nordrhein-Westfalen, 33034, Deutschland;51.7168889;9.1841762
Odessa;Одеса, Одеський район, Одеська область, Україна;46.4873195;30.7392776
Dresden-Neustadt;Dresden-Neustadt, 1, Schlesischer Platz, Innere Neustadt, Neustadt, Dresden, Sachsen, 01097, Deutschland;51.0658669;13.7405404
Kronštadt;Brașov, România;45.6523093;25.6102746
Dresden-Altstadt;Dresden-Altstadt, A 4, Mobschatz, Dresden, Sachsen, 01156, Deutschland;51.0715337;13.6523555
Schäßburg;Sighișoara, Mureș, România;46.2201975;24.7934573
Villingen im Schwarzwald;1, Schwarzwaldstraße, Herrenzimmern, Bösingen, Verwaltungsverband Villingendorf, Landkreis Rottweil, Baden-Württemberg, 78662, Deutschland;48.2230232;8.573588
Wittenberge;Wittenberge, Prignitz, Brandenburg, 19322, Deutschland;52.9983723;11.7507204
Neustadt- Haardt an der Weinstraße;Haardt an der Weinstraße, Neustadt an der Weinstraße, Rheinland-Pfalz, Deutschland;49.3662836;8.135344826337546
Lubomierz;Lubomierz, gmina Lubomierz, powiat lwówecki, województwo dolnośląskie, Polska;51.0124569;15.51022
Höchst;Höchst, West, Frankfurt am Main, Hessen, Deutschland;50.0995118;8.5452956
Hörde;Hörde, Dortmund, Nordrhein-Westfalen, 44263, Deutschland;51.4904608;7.5009394
Böhmisch-Leipa;Česká Lípa, okres Česká Lípa, Liberecký kraj, Severovýchod, Česko;50.6865452;14.5372974
Lößnitz;Lößnitz, Erzgebirgskreis, Sachsen, 08294, Deutschland;50.6210947;12.730753
Proßnitz;Prostějov, okres Prostějov, Olomoucký kraj, Střední Morava, Česko;49.4721467;17.1117979
Oberglogau;Głogówek, gmina Głogówek, powiat prudnicki, województwo opolskie, 48-250, Polska;50.3534373;17.8619329
Zrenjanin;Зрењанин, Град Зрењанин, Средњобанатски управни округ, Војводина, 20, Србија;45.3802683;20.3907614
Stargard in Pommern;Stargard, powiat stargardzki, województwo zachodniopomorskie, Polska;53.3379935;15.0350493
Podbořany;Podbořany, okres Louny, Ústecký kraj, Severozápad, 44101, Česko;50.2296341;13.4118542
Höxter;Höxter, Kreis Höxter, Nordrhein-Westfalen, 37671, Deutschland;51.7747369;9.3816877
Kölleda;Kölleda, Landkreis Sömmerda, Thüringen, 99625, Deutschland;51.1880844;11.2443392
Freiburg in Schlesien;Świebodzice, powiat świdnicki, województwo dolnośląskie, 58-160, Polska;50.859573;16.3196056
Borna;Borna, Landkreis Leipzig, Sachsen, 04552, Deutschland;51.1241649;12.4999055
Písek;Písek, okres Písek, Jihočeský kraj, Jihozápad, Česko;49.3089887;14.147769
Vaasa;Vaasa, Vaasan seutukunta, Österbotten, Länsi- ja Sisä-Suomen aluehallintovirasto, Manner-Suomi, Suomi / Finland;63.0957722;21.6159187
Bernburg (Saale);Bernburg, Salzlandkreis, Sachsen-Anhalt, 06406, Deutschland;51.7930788;11.7391606
Forst (Lausitz);Forst (Lausitz) - Baršć, Spree-Neiße, Brandenburg, 03149, Deutschland;51.7438586;14.6455395
Weißensee;Weißensee, Pankow, Berlin, Deutschland;52.5546193;13.4630018
Clausthal;Clausthal, Clausthal-Zellerfeld, Landkreis Goslar, Niedersachsen, 38678, Deutschland;51.8043301;10.3338277
Krásná Lípa;Krásná Lípa, okres Děčín, Ústecký kraj, Severozápad, Česko;50.9145647;14.5062621
Rummelsburg;Rummelsburg, Lichtenberg, Berlin, Deutschland;52.5013696;13.4835143
Grunewald;Grunewald, Charlottenburg-Wilmersdorf, Berlin, Deutschland;52.4873475;13.2637538
Thale;Thale, Landkreis Harz, Sachsen-Anhalt, 06502, Deutschland;51.7527606;11.037722
Greifenberg;Greifenberg, Schondorf a.Ammersee (VGem), Landkreis Landsberg am Lech, Bayern, 86926, Deutschland;48.0707446;11.0835556
Sobótka;Sobotka, okres Jičín, Královéhradecký kraj, Severovýchod, 50743, Česko;50.46708565;15.172159342763022
Ried im Innkreis;Ried im Innkreis, Bezirk Ried im Innkreis, Oberösterreich, 4910, Österreich;48.2085868;13.48839
Bruck an der Leitha;Gemeinde Bruck an der Leitha, Bezirk Bruck an der Leitha, Niederösterreich, 2460, Österreich;48.030394799999996;16.75801830741043
Reichenbach im Vogtland;Reichenbach im Vogtland, Vogtlandkreis, Sachsen, Deutschland;50.6219239;12.332118300271976
Auerbach/Vogtl.;Auerbach, obere Bahnhofstraße, Hauptstraße, Rebesgrün, Auerbach/Vogtland, Vogtlandkreis, Sachsen, 08209, Deutschland;50.5192191;12.3801347
Bistritz;Bistrița, Bistrița-Năsăud, România;47.1327012;24.4963949
Ungarisch-Hradisch;Uherské Hradiště, okres Uherské Hradiště, Zlínský kraj, Střední Morava, Česko;49.0681018;17.4663899
Kremsier;Kroměříž, okres Kroměříž, Zlínský kraj, Střední Morava, Česko;49.2984191;17.3929804
Groß-Strehlitz;Strzelce Opolskie, gmina Strzelce Opolskie, powiat strzelecki, województwo opolskie, 47-100, Polska;50.5109033;18.3004547
Lommatzsch;Lommatzsch, Meißen, Sachsen, 01623, Deutschland;51.1952586;13.3111561
Ternopil;Тернопіль, Тернопільська міська громада, Тернопільський район, Тернопільська область, Україна;49.5557716;25.591886
Ruhrort;Ruhrort, Homberg/Ruhrort/Baerl, Duisburg, Nordrhein-Westfalen, Deutschland;51.4538969;6.733484
Trondhjem;Trondheim, Trøndelag, Norge;63.4305658;10.3951929
Ratibor;Racibórz, powiat raciborski, województwo śląskie, 47-400, Polska;50.0904247;18.215141180318078
Zehlendorf;Zehlendorf, Steglitz-Zehlendorf, Berlin, Deutschland;52.4343217;13.2589298
Rogasen;Rogoźno, gmina Rogoźno, powiat obornicki, województwo wielkopolskie, Polska;52.7523023;16.9936288
Sternberg;Sternberg, Sternberger Seenlandschaft, Ludwigslust-Parchim, Mecklenburg-Vorpommern, Deutschland;53.7118374;11.8288314
Tabor;Tábor, okres Tábor, Jihočeský kraj, Jihozápad, Česko;49.4116462;14.671067073598662
Nowy Sącz;Nowy Sącz, powiat nowosądecki, województwo małopolskie, Polska;49.61030395;20.71595521113809
Dramburg;Drawsko Pomorskie, gmina Drawsko Pomorskie, powiat drawski, województwo zachodniopomorskie, 78-500, Polska;53.5310786;15.8134179
Berlin-Moabit;Berlin-Moabit, Erna-Samuel-Straße, Moabit, Mitte, Berlin, 10551, Deutschland;52.5346789;13.3344781
Frýdlant;Frýdlant, okres Liberec, Liberecký kraj, Severovýchod, 46401, Česko;50.9216775;15.0794594
Stellenbosch;Stellenbosch, Cape Winelands District Municipality, Western Cape, South Africa;-33.934444;18.869167
Bergen auf Rügen;Bergen auf Rügen, Vorpommern-Rügen, Mecklenburg-Vorpommern, 18528, Deutschland;54.4172673;13.4305634
Eutritzsch;Eutritzsch, Nord, Leipzig, Sachsen, 04129, Deutschland;51.3707642;12.3873287
Reuß-Gera;Reuß-Park, Ostviertel, Gera, Thüringen, 07546, Deutschland;50.8876548;12.0971361
Wannsee;Wannsee, Steglitz-Zehlendorf, Berlin, 14109, Deutschland;52.4211482;13.1589374
Guben;Guben, Spree-Neiße, Brandenburg, 03172, Deutschland;51.9503235;14.7153567
Landau in der Pfalz;Landau in der Pfalz, Rheinland-Pfalz, 76829, Deutschland;49.1982825;8.1123441
Meseritz;Międzyrzecz, gmina Międzyrzecz, powiat międzyrzecki, województwo lubuskie, 66-300, Polska;52.4448261;15.578637
Schemnitz;Banská Štiavnica, okres Banská Štiavnica, Banskobystrický kraj, Stredné Slovensko, Slovensko;48.4580926;18.8988414
Pančevo;Панчево, Град Панчево, Јужнобанатски управни округ, Војводина, 26000, Србија;44.8705686;20.6399643
Erkelenz;Erkelenz, Kreis Heinsberg, Nordrhein-Westfalen, 41812, Deutschland;51.080992;6.3160684
Bad Ragaz;Bad Ragaz, Wahlkreis Sarganserland, Sankt Gallen, 7310, Schweiz/Suisse/Svizzera/Svizra;47.0025282;9.5016438
Zschopau;Zschopau, Erzgebirgskreis, Sachsen, Deutschland;50.7469606;13.0695613
Ellwangen (Jagst);Ellwangen (Jagst), Verwaltungsgemeinschaft Ellwangen (Jagst), Ostalbkreis, Baden-Württemberg, 73479, Deutschland;48.9615975;10.131975
Waren (Müritz);Waren (Müritz), Lloydstraße, Werdersiedlung, Waren (Müritz), Mecklenburgische Seenplatte, Mecklenburg-Vorpommern, 17192, Deutschland;53.5217959;12.6805557
Šumperk;Šumperk, okres Šumperk, Olomoucký kraj, Střední Morava, Česko;49.9655521;16.9705651
Grodzisk Wielkopolski;Grodzisk Wielkopolski, gmina Grodzisk Wielkopolski, powiat grodziski, województwo wielkopolskie, 62-065, Polska;52.2263198;16.3628106
Tilsit;Советск, Советский городской округ, Калининградская область, Северо-Западный федеральный округ, Россия;55.0809688;21.8882673
Lučenec;Lučenec, okres Lučenec, Banskobystrický kraj, Stredné Slovensko, Slovensko;48.3300774;19.6637435
Feuerbach;Feuerbach, Stuttgart, Baden-Württemberg, 70469, Deutschland;48.8123052;9.1590308
Bochnia;Bochnia, powiat bocheński, województwo małopolskie, 32-700, Polska;49.974684249999996;20.425329198706468
Hamburg-Eimsbüttel;Hamburg-Eimsbüttel, Hamburg, Deutschland;53.606281949999996;9.922981787526826
Leisnig;Leisnig, Mittelsachsen, Sachsen, 04703, Deutschland;51.16005;12.9265979
Meerane;Meerane, Meerane-Schönberg, Zwickau, Sachsen, 08393, Deutschland;50.8427835;12.4581578
Lauterecken;Lauterecken, Lauterecken-Wolfstein, Landkreis Kusel, Rheinland-Pfalz, 67742, Deutschland;49.6500361;7.5920007
Stollberg/Erzgeb.;Stollberg, Stollberg/Erzgebirge, Stollberg/Erzgeb., Erzgebirgskreis, Sachsen, 09366, Deutschland;50.7087734;12.7762607
Kolin;Kolín, okres Kolín, Střední Čechy, Česko;50.0288894;15.2011571
Augustenborg;Augustenborg, Sønderborg Kommune, Region Syddanmark, Danmark;54.95098855;9.879848068506133
Furtwangen im Schwarzwald;Furtwangen im Schwarzwald, Verwaltungsgemeinschaft Furtwangen im Schwarzwald, Schwarzwald-Baar-Kreis, Baden-Württemberg, 78120, Deutschland;48.0529805;8.2163467
Mie̜dzylesie;Międzylesie, gmina Międzylesie, powiat kłodzki, województwo dolnośląskie, Polska;50.1480131;16.6669348
Nossen;Nossen, Meißen, Sachsen, 01683, Deutschland;51.0565934;13.2980726
Jägerndorf;Krnov, okres Bruntál, Moravskoslezský kraj, Moravskoslezsko, 79401, Česko;50.089894;17.7040842
Camburg;Camburg, Dornburg-Camburg, Verwaltungsgemeinschaft Dornburg-Camburg, Saale-Holzland-Kreis, Thüringen, 07774, Deutschland;51.053862;11.7105213
Johannisberg;Pisz, gmina Pisz, powiat piski, województwo warmińsko-mazurskie, 12-200, Polska;53.6294943;21.8098191
Reudnitz;Reudnitz, Reudnitz-Thonberg, Südost, Leipzig, Sachsen, 04317, Deutschland;51.335919;12.3995116
Saargemünd;Sarreguemines, Moselle, Grand Est, France métropolitaine, 57200, France;49.1094836;7.0708865
Sátoraljaújhely;Sátoraljaújhely, Sátoraljaújhelyi járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, Magyarország;48.3960978;21.6561497
Boizenburg/Elbe;Boizenburg/Elbe, Ludwigslust-Parchim, Mecklenburg-Vorpommern, 19258, Deutschland;53.375079;10.7232364
Neuenburg;Neuchâtel, Schweiz/Suisse/Svizzera/Svizra;46.9895828;6.9292641
Kiskunfélegyháza;Kiskunfélegyháza, Kiskunfélegyházi járás, Bács-Kiskun megye, Dél-Alföld, Alföld és Észak, Magyarország;46.7113263;19.8502905
Chrudim;Chrudim, okres Chrudim, Pardubický kraj, Severovýchod, Česko;49.9511458;15.7947559
Drossen;Ośno Lubuskie, gmina Ośno Lubuskie, powiat słubicki, województwo lubuskie, 69-220, Polska;52.455132;14.8682003
Bad Gastein;Bad Gastein, Bezirk St. Johann im Pongau, Salzburg, 5640, Österreich;47.1144954;13.1352653
Temesvár;Timișoara, Timiș, România;45.7538355;21.2257474
Kappeln;Kappeln, Schleswig-Flensburg, Schleswig-Holstein, 24376, Deutschland;54.6641769;9.9317595
